0,1,2,3,4,5,6,7,8,9
1,50,0,0,2,51,0,1,0,0
1,56,0,0,2,62,0,1,0,0
1,62,0,0,2,73,0,1,0,0
1,68,0,0,2,84,0,1,0,0
1,74,0,0,2,95,0,1,0,0
1,80,0,0,2,106,0,1,0,0
1,86,0,0,2,117,0,1,0,0
1,92,0,0,2,128,0,1,0,0
1,98,0,0,2,139,0,1,0,0
1,104,0,0,2,150,0,1,0,0
1,110,0,0,2,161,0,1,0,0
1,116,0,0,2,172,0,1,0,0
1,122,0,0,2,184,0,1,0,0
1,128,0,0,2,195,0,1,0,0
1,134,0,0,2,206,0,1,0,0
1,140,0,0,2,217,0,1,0,0
1,146,0,0,2,228,0,1,0,0
1,152,0,0,2,239,0,1,0,0
1,158,0,0,2,250,0,1,0,0
1,164,0,0,3,5,0,1,0,0
1,170,0,0,3,16,0,1,0,0
1,176,0,0,3,27,0,1,0,0
1,182,0,0,3,38,0,1,0,0
1,188,0,0,3,49,0,1,0,0
1,194,0,0,3,60,0,1,0,0
1,200,0,0,3,71,0,1,0,0
1,206,0,0,3,82,0,1,0,0
1,212,0,0,3,93,0,1,0,0
1,218,0,0,3,104,0,1,0,0
1,224,0,0,3,115,0,1,0,0
1,230,0,0,3,126,0,1,0,0
1,236,0,0,3,137,0,1,0,0
1,242,0,0,3,148,0,1,0,0
1,248,0,0,3,160,0,1,0,0
1,254,0,0,3,171,0,1,0,0
2,4,0,0,3,182,0,1,0,0
2,10,0,0,3,193,0,1,0,0
2,16,0,0,3,204,0,1,0,0
2,22,0,0,3,215,0,1,0,0
2,28,0,0,3,226,0,1,0,0
2,34,0,0,3,237,0,1,0,0
2,40,0,0,3,248,0,1,0,0
2,46,0,0,4,3,0,1,0,0
2,52,0,0,4,14,0,1,0,0
2,58,0,0,4,25,0,1,0,0
2,64,0,0,4,36,0,1,0,0
2,70,0,0,4,47,0,1,0,0
2,76,0,0,4,58,0,1,0,0
2,82,0,0,4,69,0,1,0,0
2,88,0,0,4,80,0,1,0,0
2,94,0,0,4,91,0,1,0,0
2,100,0,0,4,102,0,1,0,0
2,106,0,0,4,113,0,1,0,0
2,112,0,0,4,124,0,1,0,0
2,118,0,0,4,136,0,1,0,0
2,124,0,0,4,147,0,1,0,0
2,130,0,0,4,158,0,1,0,0
2,136,0,0,4,169,0,1,0,0
2,142,0,0,4,180,0,1,0,0
2,148,0,0,4,191,0,1,0,0
2,154,0,0,4,202,0,1,0,0
2,160,0,0,4,213,0,1,0,0
2,166,0,0,4,224,0,1,0,0
2,172,0,0,4,235,0,1,0,0
2,178,0,0,4,246,0,1,0,0
2,184,0,0,5,1,0,1,0,0
2,190,0,0,5,12,0,1,0,0
2,196,0,0,5,23,0,1,0,0
2,202,0,0,5,34,0,1,0,0
2,208,0,0,5,45,0,1,0,0
2,214,0,0,5,56,0,1,0,0
2,220,0,0,5,67,0,1,0,0
2,226,0,0,5,78,0,1,0,0
2,232,0,0,5,89,0,1,0,0
2,238,0,0,5,100,0,1,0,0
2,244,0,0,5,112,0,1,0,0
2,250,0,0,5,123,0,1,0,0
3,0,0,0,5,134,0,1,0,0
3,6,0,0,5,145,0,1,0,0
3,12,0,0,5,156,0,1,0,0
3,18,0,0,5,167,0,1,0,0
3,24,0,0,5,178,0,1,0,0
3,30,0,0,5,189,0,1,0,0
3,36,0,0,5,200,0,1,0,0
3,42,0,0,5,211,0,1,0,0
3,48,0,0,5,222,0,1,0,0
3,54,0,0,5,233,0,1,0,0
3,60,0,0,5,244,0,1,0,0
3,66,0,0,5,255,0,1,0,0
3,72,0,0,6,10,0,1,0,0
3,78,0,0,6,21,0,1,0,0
3,84,0,0,6,32,0,1,0,0
3,90,0,0,6,43,0,1,0,0
3,96,0,0,6,54,0,1,0,0
3,102,0,0,6,65,0,1,0,0
3,108,0,0,6,76,0,1,0,0
3,114,0,0,6,88,0,1,0,0
3,120,0,0,6,99,0,1,0,0
3,126,0,0,6,110,0,1,0,0
3,132,0,0,6,121,0,1,0,0
3,138,0,0,6,132,0,1,0,0
3,144,0,0,6,143,0,1,0,0
3,150,0,0,6,154,0,1,0,0
3,156,0,0,6,165,0,1,0,0
3,162,0,0,6,176,0,1,0,0
3,168,0,0,6,187,0,1,0,0
3,174,0,0,6,198,0,1,0,0
3,180,0,0,6,209,0,1,0,0
3,186,0,0,6,220,0,1,0,0
3,192,0,0,6,231,0,1,0,0
3,198,0,0,6,242,0,1,0,0
3,204,0,0,6,253,0,1,0,0
3,210,0,0,7,8,0,1,0,0
3,216,0,0,7,19,0,1,0,0
3,222,0,0,7,30,0,1,0,0
3,228,0,0,7,41,0,1,0,0
3,234,0,0,7,52,0,1,0,0
3,240,0,0,7,64,0,1,0,0
3,246,0,0,7,75,0,1,0,0
3,252,0,0,7,86,0,1,0,0
4,2,0,0,7,97,0,1,0,0
4,8,0,0,7,108,0,1,0,0
4,14,0,0,7,119,0,1,0,0
4,20,0,0,7,130,0,1,0,0
4,26,0,0,7,141,0,1,0,0
4,32,0,0,7,152,0,1,0,0
4,38,0,0,7,163,0,1,0,0
4,44,0,0,7,174,0,1,0,0
4,50,0,0,7,185,0,1,0,0
4,56,0,0,7,196,0,1,0,0
4,62,0,0,7,207,0,1,0,0
4,68,0,0,7,218,0,1,0,0
4,74,0,0,7,229,0,1,0,0
4,80,0,0,7,240,0,1,0,0
4,86,0,0,7,251,0,1,0,0
4,92,0,0,8,6,0,1,0,0
4,98,0,0,8,17,0,1,0,0
4,104,0,0,8,28,0,1,0,0
4,110,0,0,8,40,0,1,0,0
4,116,0,0,8,51,0,1,0,0
4,122,0,0,8,62,0,1,0,0
4,128,0,0,8,73,0,1,0,0
4,134,0,0,8,84,0,1,0,0
4,140,0,0,8,95,0,1,0,0
4,146,0,0,8,106,0,1,0,0
4,152,0,0,8,117,0,1,0,0
4,158,0,0,8,128,0,1,0,0
4,164,0,0,8,139,0,1,0,0
4,170,0,0,8,150,0,1,0,0
4,176,0,0,8,161,0,1,0,0
4,182,0,0,8,172,0,1,0,0
4,188,0,0,8,183,0,1,0,0
4,194,0,0,8,194,0,1,0,0
4,200,0,0,8,205,0,1,0,0
4,206,0,0,8,216,0,1,0,0
4,212,0,0,8,227,0,1,0,0
4,218,0,0,8,238,0,2,0,0
4,230,0,0,8,249,0,2,0,0
4,242,0,0,9,4,0,2,0,0
4,254,0,0,9,16,0,2,0,0
5,10,0,0,9,27,0,2,0,0
5,22,0,0,9,38,0,2,0,0
5,34,0,0,9,49,0,2,0,0
5,46,0,0,9,60,0,2,0,0
5,58,0,0,9,71,0,2,0,0
5,70,0,0,9,82,0,2,0,0
5,82,0,0,9,93,0,2,0,0
5,94,0,0,9,104,0,2,0,0
5,106,0,0,9,115,0,2,0,0
5,118,0,0,9,126,0,2,0,0
5,130,0,0,9,137,0,2,0,0
5,142,0,0,9,148,0,2,0,0
5,154,0,0,9,159,0,2,0,0
5,166,0,0,9,170,0,2,0,0
5,178,0,0,9,181,0,2,0,0
5,190,0,0,9,192,0,2,0,0
5,202,0,0,9,203,0,2,0,0
5,214,0,0,9,214,0,2,0,0
5,226,0,0,9,225,0,2,0,0
5,238,0,0,9,236,0,2,0,0
5,250,0,0,9,248,0,2,0,0
6,6,0,0,10,3,0,2,0,0
6,18,0,0,10,14,0,2,0,0
6,30,0,0,10,25,0,2,0,0
6,42,0,0,10,36,0,2,0,0
6,54,0,0,10,47,0,2,0,0
6,66,0,0,10,58,0,2,0,0
6,78,0,0,10,69,0,2,0,0
6,90,0,0,10,80,0,2,0,0
6,102,0,0,10,91,0,2,0,0
6,114,0,0,10,102,0,2,0,0
6,126,0,0,10,113,0,2,0,0
6,138,0,0,10,124,0,2,0,0
6,150,0,0,10,135,0,2,0,0
6,162,0,0,10,146,0,2,0,0
6,174,0,0,10,157,0,2,0,0
6,186,0,0,10,168,0,2,0,0
6,198,0,0,10,179,0,2,0,0
6,210,0,0,10,190,0,2,0,0
6,222,0,0,10,201,0,2,0,0
6,234,0,0,10,212,0,2,0,0
6,246,0,0,10,224,0,2,0,0
7,2,0,0,10,235,0,2,0,0
7,14,0,0,10,246,0,2,0,0
7,26,0,0,11,1,0,2,0,0
7,38,0,0,11,12,0,2,0,0
7,50,0,0,11,23,0,2,0,0
7,62,0,0,11,34,0,2,0,0
7,74,0,0,11,45,0,2,0,0
7,86,0,0,11,56,0,2,0,0
7,98,0,0,11,67,0,2,0,0
7,110,0,0,11,78,0,2,0,0
7,122,0,0,11,89,0,2,0,0
7,134,0,0,11,100,0,2,0,0
7,146,0,0,11,111,0,2,0,0
7,158,0,0,11,122,0,2,0,0
7,170,0,0,11,133,0,2,0,0
7,182,0,0,11,144,0,2,0,0
7,194,0,0,11,155,0,2,0,0
7,206,0,0,11,166,0,2,0,0
7,218,0,0,11,177,0,2,0,0
7,230,0,0,11,188,0,2,0,0
7,242,0,0,11,200,0,2,0,0
7,254,0,0,11,211,0,2,0,0
8,10,0,0,11,222,0,2,0,0
8,22,0,0,11,233,0,2,0,0
8,34,0,0,11,244,0,2,0,0
8,46,0,0,11,255,0,2,0,0
8,58,0,0,12,10,0,2,0,0
8,70,0,0,12,21,0,2,0,0
8,82,0,0,12,32,0,2,0,0
8,94,0,0,12,43,0,2,0,0
8,106,0,0,12,54,0,2,0,0
8,118,0,0,12,65,0,2,0,0
8,130,0,0,12,76,0,3,0,0
8,148,0,0,12,87,0,3,0,0
8,166,0,0,12,98,0,3,0,0
8,184,0,0,12,109,0,3,0,0
8,202,0,0,12,120,0,3,0,0
8,220,0,0,12,131,0,3,0,0
8,238,0,0,12,142,0,3,0,0
9,0,0,0,12,153,0,3,0,0
9,18,0,0,12,164,0,3,0,0
9,36,0,0,12,176,0,3,0,0
9,54,0,0,12,187,0,3,0,0
9,72,0,0,12,198,0,3,0,0
9,90,0,0,12,209,0,3,0,0
9,108,0,0,12,220,0,3,0,0
9,126,0,0,12,231,0,3,0,0
9,144,0,0,12,242,0,3,0,0
9,162,0,0,12,253,0,3,0,0
9,180,0,0,13,8,0,3,0,0
9,198,0,0,13,19,0,3,0,0
9,216,0,0,13,30,0,3,0,0
9,234,0,0,13,41,0,3,0,0
9,252,0,0,13,52,0,3,0,0
10,14,0,0,13,63,0,3,0,0
10,32,0,0,13,74,0,3,0,0
10,50,0,0,13,85,0,3,0,0
10,68,0,0,13,96,0,3,0,0
10,86,0,0,13,107,0,3,0,0
10,104,0,0,13,118,0,3,0,0
10,122,0,0,13,129,0,3,0,0
10,140,0,0,13,140,0,3,0,0
10,158,0,0,13,152,0,3,0,0
10,176,0,0,13,163,0,3,0,0
10,194,0,0,13,174,0,3,0,0
10,212,0,0,13,185,0,3,0,0
10,230,0,0,13,196,0,3,0,0
10,248,0,0,13,207,0,3,0,0
11,10,0,0,13,218,0,3,0,0
11,28,0,0,13,229,0,3,0,0
11,46,0,0,13,240,0,3,0,0
11,64,0,0,13,251,0,3,0,0
11,82,0,0,14,6,0,3,0,0
11,100,0,0,14,17,0,3,0,0
11,118,0,0,14,28,0,3,0,0
11,136,0,0,14,39,0,3,0,0
11,154,0,0,14,50,0,3,0,0
11,172,0,0,14,61,0,3,0,0
11,190,0,0,14,72,0,3,0,0
11,208,0,0,14,83,0,3,0,0
11,226,0,0,14,94,0,3,0,0
11,244,0,0,14,105,0,3,0,0
12,6,0,0,14,116,0,3,0,0
12,24,0,0,14,128,0,3,0,0
12,42,0,0,14,139,0,3,0,0
12,60,0,0,14,150,0,3,0,0
12,78,0,0,14,161,0,3,0,0
12,96,0,0,14,172,0,3,0,0
12,114,0,0,14,183,0,3,0,0
12,132,0,0,14,194,0,3,0,0
12,150,0,0,14,205,0,3,0,0
12,168,0,0,14,216,0,3,0,0
12,186,0,0,14,227,0,3,0,0
12,204,0,0,14,238,0,3,0,0
12,222,0,0,14,249,0,3,0,0
12,240,0,0,15,4,0,3,0,0
13,2,0,0,15,15,0,3,0,0
13,20,0,0,15,26,0,3,0,0
13,38,0,0,15,37,0,3,0,0
13,56,0,0,15,48,0,3,0,0
13,74,0,0,15,59,0,3,0,0
13,92,0,0,15,70,0,3,0,0
13,110,0,0,15,81,0,3,0,0
13,128,0,0,15,92,0,3,0,0
13,146,0,0,15,104,0,3,0,0
13,164,0,0,15,115,0,3,0,0
13,182,0,0,15,126,0,3,0,0
13,200,0,0,15,137,0,3,0,0
13,218,0,0,15,148,0,3,0,0
13,236,0,0,15,159,0,3,0,0
13,254,0,0,15,170,0,3,0,0
14,16,0,0,15,181,0,3,0,0
14,34,0,0,15,192,0,3,0,0
14,52,0,0,15,203,0,3,0,0
14,70,0,0,15,214,0,3,0,0
14,88,0,0,15,225,0,3,0,0
14,106,0,0,15,236,0,3,0,0
14,124,0,0,15,247,0,3,0,0
14,142,0,0,16,2,0,3,0,0
14,160,0,0,16,13,0,3,0,0
14,178,0,0,16,24,0,3,0,0
14,196,0,0,16,35,0,3,0,0
14,214,0,0,16,46,0,3,0,0
14,232,0,0,16,57,0,3,0,0
14,250,0,0,16,68,0,3,0,0
15,12,0,0,16,80,0,3,0,0
15,30,0,0,16,91,0,3,0,0
15,48,0,0,16,102,0,4,0,0
15,72,0,0,16,113,0,4,0,0
15,96,0,0,16,124,0,4,0,0
15,120,0,0,16,135,0,4,0,0
15,144,0,0,16,146,0,4,0,0
15,168,0,0,16,157,0,4,0,0
15,192,0,0,16,168,0,4,0,0
15,216,0,0,16,179,0,4,0,0
15,240,0,0,16,190,0,4,0,0
16,8,0,0,16,201,0,4,0,0
16,32,0,0,16,212,0,4,0,0
16,56,0,0,16,223,0,4,0,0
16,80,0,0,16,234,0,4,0,0
16,104,0,0,16,245,0,4,0,0
16,128,0,0,17,0,0,4,0,0
16,152,0,0,17,11,0,4,0,0
16,176,0,0,17,22,0,4,0,0
16,200,0,0,17,33,0,4,0,0
16,224,0,0,17,44,0,4,0,0
16,248,0,0,17,56,0,4,0,0
17,16,0,0,17,67,0,4,0,0
17,40,0,0,17,78,0,4,0,0
17,64,0,0,17,89,0,4,0,0
17,88,0,0,17,100,0,4,0,0
17,112,0,0,17,111,0,4,0,0
17,136,0,0,17,122,0,4,0,0
17,160,0,0,17,133,0,4,0,0
17,184,0,0,17,144,0,5,0,0
17,214,0,0,17,155,0,5,0,0
17,244,0,0,17,166,0,5,0,0
18,18,0,0,17,177,0,5,0,0
18,48,0,0,17,188,0,6,0,0
18,84,0,0,17,199,0,6,0,0
18,120,0,0,17,210,0,6,0,0
18,156,0,0,17,221,0,6,0,0
18,192,0,0,17,232,0,6,0,0
18,228,0,0,17,243,0,6,0,0
19,8,0,0,17,254,0,6,0,0
19,44,0,0,18,9,0,6,0,0
19,80,0,0,18,20,0,6,0,0
19,116,0,0,18,32,0,6,0,0
19,152,0,0,18,43,0,6,0,0
19,188,0,0,18,54,0,6,0,0
19,224,0,0,18,65,0,6,0,0
20,4,0,0,18,76,0,6,0,0
20,40,0,0,18,87,0,6,0,0
20,76,0,0,18,98,0,6,0,0
20,112,0,0,18,109,0,6,0,0
20,148,0,0,18,120,0,6,0,0
20,184,0,0,18,131,0,6,0,0
20,220,0,0,18,142,0,6,0,0
21,0,0,0,18,153,0,6,0,0
21,36,0,0,18,164,0,6,0,0
21,72,0,0,18,175,0,6,0,0
21,108,0,0,18,186,0,6,0,0
21,144,0,0,18,197,0,6,0,0
21,180,0,0,18,208,0,6,0,0
21,216,0,0,18,219,0,6,0,0
21,252,0,0,18,230,0,6,0,0
22,32,0,0,18,241,0,6,0,0
22,68,0,0,18,252,0,6,0,0
22,104,0,0,19,8,0,6,0,0
22,140,0,0,19,19,0,6,0,0
22,176,0,0,19,30,0,6,0,0
22,212,0,0,19,41,0,6,0,0
22,248,0,0,19,52,0,6,0,0
23,28,0,0,19,63,0,6,0,0
23,64,0,0,19,74,0,6,0,0
23,100,0,0,19,85,0,6,0,0
23,136,0,0,19,96,0,6,0,0
23,172,0,0,19,107,0,6,0,0
23,208,0,0,19,118,0,6,0,0
23,244,0,0,19,129,0,6,0,0
24,24,0,0,19,140,0,6,0,0
24,60,0,0,19,151,0,6,0,0
24,96,0,0,19,162,0,6,0,0
24,132,0,0,19,173,0,6,0,0
24,168,0,0,19,184,0,6,0,0
24,204,0,0,19,195,0,6,0,0
24,240,0,0,19,206,0,6,0,0
25,20,0,0,19,217,0,6,0,0
25,56,0,0,19,228,0,6,0,0
25,92,0,0,19,240,0,6,0,0
25,128,0,0,19,251,0,6,0,0
25,164,0,0,20,6,0,6,0,0
25,200,0,0,20,17,0,6,0,0
25,236,0,0,20,28,0,6,0,0
26,16,0,0,20,39,0,6,0,0
26,52,0,0,20,50,0,6,0,0
26,88,0,0,20,61,0,6,0,0
26,124,0,0,20,72,0,6,0,0
26,160,0,0,20,83,0,6,0,0
26,196,0,0,20,94,0,6,0,0
26,232,0,0,20,105,0,6,0,0
27,12,0,0,20,116,0,6,0,0
27,48,0,0,20,127,0,6,0,0
27,84,0,0,20,138,0,6,0,0
27,120,0,0,20,149,0,6,0,0
27,156,0,0,20,160,0,6,0,0
27,192,0,0,20,171,0,6,0,0
27,228,0,0,20,182,0,6,0,0
28,8,0,0,20,193,0,6,0,0
28,44,0,0,20,204,0,6,0,0
28,80,0,0,20,216,0,6,0,0
28,116,0,0,20,227,0,6,0,0
28,152,0,0,20,238,0,6,0,0
28,188,0,0,20,249,0,6,0,0
28,224,0,0,21,4,0,6,0,0
29,4,0,0,21,15,0,6,0,0
29,40,0,0,21,26,0,6,0,0
29,76,0,0,21,37,0,6,0,0
29,112,0,0,21,48,0,6,0,0
29,148,0,0,21,59,0,6,0,0
29,184,0,0,21,70,0,6,0,0
29,220,0,0,21,81,0,6,0,0
30,0,0,0,21,92,0,6,0,0
30,36,0,0,21,103,0,6,0,0
30,72,0,0,21,114,0,6,0,0
30,108,0,0,21,125,0,6,0,0
30,144,0,0,21,136,0,6,0,0
30,180,0,0,21,147,0,6,0,0
30,216,0,0,21,158,0,6,0,0
30,252,0,0,21,169,0,6,0,0
31,32,0,0,21,180,0,6,0,0
31,68,0,0,21,192,0,6,0,0
31,104,0,0,21,203,0,6,0,0
31,140,0,0,21,214,0,6,0,0
31,176,0,0,21,225,0,6,0,0
31,212,0,0,21,236,0,6,0,0
31,248,0,0,21,247,0,6,0,0
32,28,0,0,22,2,0,6,0,0
32,64,0,0,22,13,0,6,0,0
32,100,0,0,22,24,0,6,0,0
32,136,0,0,22,35,0,6,0,0
32,172,0,0,22,46,0,6,0,0
32,208,0,0,22,57,0,6,0,0
32,244,0,0,22,68,0,6,0,0
33,24,0,0,22,79,0,6,0,0
33,60,0,0,22,90,0,6,0,0
33,96,0,0,22,101,0,6,0,0
33,132,0,0,22,112,0,6,0,0
33,168,0,0,22,123,0,6,0,0
33,204,0,0,22,134,0,6,0,0
33,240,0,0,22,145,0,6,0,0
34,20,0,0,22,156,0,6,0,0
34,56,0,0,22,168,0,6,0,0
34,92,0,0,22,179,0,6,0,0
34,128,0,0,22,190,0,6,0,0
34,164,0,0,22,201,0,6,0,0
34,200,0,0,22,212,0,6,0,0
34,236,0,0,22,223,0,6,0,0
35,16,0,0,22,234,0,6,0,0
35,52,0,0,22,245,0,6,0,0
35,88,0,0,23,0,0,6,0,0
35,124,0,0,23,11,0,6,0,0
35,160,0,0,23,22,0,6,0,0
35,196,0,0,23,33,0,6,0,0
35,232,0,0,23,44,0,6,0,0
36,12,0,0,23,55,0,6,0,0
36,48,0,0,23,66,0,6,0,0
36,84,0,0,23,77,0,6,0,0
36,120,0,0,23,88,0,6,0,0
36,156,0,0,23,99,0,6,0,0
36,192,0,0,23,110,0,6,0,0
36,228,0,0,23,121,0,6,0,0
37,8,0,0,23,132,0,6,0,0
37,44,0,0,23,144,0,6,0,0
37,80,0,0,23,155,0,6,0,0
37,116,0,0,23,166,0,6,0,0
37,152,0,0,23,177,0,6,0,0
37,188,0,0,23,188,0,6,0,0
37,224,0,0,23,199,0,6,0,0
38,4,0,0,23,210,0,6,0,0
38,40,0,0,23,221,0,6,0,0
38,76,0,0,23,232,0,6,0,0
38,112,0,0,23,243,0,6,0,0
38,148,0,0,23,254,0,6,0,0
38,184,0,0,24,9,0,6,0,0
38,220,0,0,24,20,0,6,0,0
39,0,0,0,24,31,0,6,0,0
39,36,0,0,24,42,0,6,0,0
39,72,0,0,24,53,0,6,0,0
39,108,0,0,24,64,0,6,0,0
39,144,0,0,24,75,0,6,0,0
39,180,0,0,24,86,0,6,0,0
39,216,0,0,24,97,0,6,0,0
39,252,0,0,24,108,0,6,0,0
40,32,0,0,24,120,0,6,0,0
40,68,0,0,24,131,0,6,0,0
40,104,0,0,24,142,0,6,0,0
40,140,0,0,24,153,0,6,0,0
40,176,0,0,24,164,0,6,0,0
40,212,0,0,24,175,0,6,0,0
40,248,0,0,24,186,0,6,0,0
41,28,0,0,24,197,0,6,0,0
41,64,0,0,24,208,0,6,0,0
41,100,0,0,24,219,0,6,0,0
41,136,0,0,24,230,0,6,0,0
41,172,0,0,24,241,0,6,0,0
41,208,0,0,24,252,0,6,0,0
41,244,0,0,25,7,0,6,0,0
42,24,0,0,25,18,0,6,0,0
42,60,0,0,25,29,0,6,0,0
42,96,0,0,25,40,0,6,0,0
42,132,0,0,25,51,0,6,0,0
42,168,0,0,25,62,0,6,0,0
42,204,0,0,25,73,0,6,0,0
42,240,0,0,25,84,0,6,0,0
43,20,0,0,25,96,0,6,0,0
43,56,0,0,25,107,0,6,0,0
43,92,0,0,25,118,0,6,0,0
43,128,0,0,25,129,0,6,0,0
43,164,0,0,25,140,0,6,0,0
43,200,0,0,25,151,0,6,0,0
43,236,0,0,25,162,0,6,0,0
44,16,0,0,25,173,0,6,0,0
44,52,0,0,25,184,0,6,0,0
44,88,0,0,25,195,0,6,0,0
44,124,0,0,25,206,0,6,0,0
44,160,0,0,25,217,0,6,0,0
44,196,0,0,25,228,0,6,0,0
44,232,0,0,25,239,0,6,0,0
45,12,0,0,25,250,0,6,0,0
45,48,0,0,26,5,0,6,0,0
45,84,0,0,26,16,0,6,0,0
45,120,0,0,26,27,0,6,0,0
45,156,0,0,26,38,0,6,0,0
45,192,0,0,26,49,0,6,0,0
45,228,0,0,26,60,0,6,0,0
46,8,0,0,26,72,0,6,0,0
46,44,0,0,26,83,0,6,0,0
46,80,0,0,26,94,0,6,0,0
46,116,0,0,26,105,0,6,0,0
46,152,0,0,26,116,0,6,0,0
46,188,0,0,26,127,0,6,0,0
46,224,0,0,26,138,0,6,0,0
47,4,0,0,26,149,0,6,0,0
47,40,0,0,26,160,0,6,0,0
47,76,0,0,26,171,0,6,0,0
47,112,0,0,26,182,0,6,0,0
47,148,0,0,26,193,0,6,0,0
47,184,0,0,26,204,0,6,0,0
47,220,0,0,26,215,0,6,0,0
48,0,0,0,26,226,0,6,0,0
48,36,0,0,26,237,0,6,0,0
48,72,0,0,26,248,0,6,0,0
48,108,0,0,27,3,0,6,0,0
48,144,0,0,27,14,0,6,0,0
48,180,0,0,27,25,0,6,0,0
48,216,0,0,27,36,0,6,0,0
48,252,0,0,27,48,0,6,0,0
49,32,0,0,27,59,0,6,0,0
49,68,0,0,27,70,0,6,0,0
49,104,0,0,27,81,0,6,0,0
49,140,0,0,27,92,0,6,0,0
49,176,0,0,27,103,0,6,0,0
49,212,0,0,27,114,0,6,0,0
49,248,0,0,27,125,0,6,0,0
50,28,0,0,27,136,0,6,0,0
50,64,0,0,27,147,0,6,0,0
50,100,0,0,27,158,0,6,0,0
50,136,0,0,27,169,0,6,0,0
50,172,0,0,27,180,0,6,0,0
50,208,0,0,27,191,0,7,0,0
50,250,0,0,27,202,0,7,0,0
51,36,0,0,27,213,0,7,0,0
51,78,0,0,27,224,0,7,0,0
51,120,0,0,27,235,0,7,0,0
51,162,0,0,27,246,0,7,0,0
51,204,0,0,28,1,0,7,0,0
51,246,0,0,28,12,0,7,0,0
52,32,0,0,28,24,0,7,0,0
52,74,0,0,28,35,0,7,0,0
52,116,0,0,28,46,0,7,0,0
52,158,0,0,28,57,0,7,0,0
52,200,0,0,28,68,0,7,0,0
52,242,0,0,28,79,0,7,0,0
53,28,0,0,28,90,0,7,0,0
53,70,0,0,28,101,0,7,0,0
53,112,0,0,28,112,0,7,0,0
53,154,0,0,28,123,0,7,0,0
53,196,0,0,28,134,0,7,0,0
53,238,0,0,28,145,0,7,0,0
54,24,0,0,28,156,0,7,0,0
54,66,0,0,28,167,0,7,0,0
54,108,0,0,28,178,0,7,0,0
54,150,0,0,28,189,0,7,0,0
54,192,0,0,28,200,0,7,0,0
54,234,0,0,28,211,0,7,0,0
55,20,0,0,28,222,0,7,0,0
55,62,0,0,28,233,0,7,0,0
55,104,0,0,28,244,0,7,0,0
55,146,0,0,29,0,0,7,0,0
55,188,0,0,29,11,0,7,0,0
55,230,0,0,29,22,0,7,0,0
56,16,0,0,29,33,0,7,0,0
56,58,0,0,29,44,0,7,0,0
56,100,0,0,29,55,0,7,0,0
56,142,0,0,29,66,0,7,0,0
56,184,0,0,29,77,0,7,0,0
56,226,0,0,29,88,0,7,0,0
57,12,0,0,29,99,0,7,0,0
57,54,0,0,29,110,0,7,0,0
57,96,0,0,29,121,0,7,0,0
57,138,0,0,29,132,0,7,0,0
57,180,0,0,29,143,0,7,0,0
57,222,0,0,29,154,0,7,0,0
58,8,0,0,29,165,0,7,0,0
58,50,0,0,29,176,0,7,0,0
58,92,0,0,29,187,0,7,0,0
58,134,0,0,29,198,0,7,0,0
58,176,0,0,29,209,0,7,0,0
58,218,0,0,29,221,0,7,0,0
59,4,0,0,29,232,0,7,0,0
59,46,0,0,29,243,0,7,0,0
59,88,0,0,29,254,0,7,0,0
59,130,0,0,30,9,0,7,0,0
59,172,0,0,30,20,0,7,0,0
