0,1,2,3
1923,0,0,0
17283,0,0,0
32643,0,0,0
48003,0,0,0
63363,0,0,0
13188,0,0,0
28548,0,0,0
43908,0,0,0
59268,0,0,0
9093,0,0,0
24453,0,0,0
39813,0,0,0
55173,0,0,0
4998,0,0,0
20358,0,0,0
35718,0,0,0
51078,0,0,0
903,0,0,0
16263,0,0,0
31623,0,0,0
46983,0,0,0
62343,0,0,0
12168,0,0,0
27528,0,0,0
42888,0,0,0
58248,0,0,0
8073,0,0,0
23433,0,0,0
38793,0,0,0
54153,0,0,0
3978,0,0,0
19338,0,0,0
34698,0,0,0
50058,0,0,0
65418,0,0,0
15243,0,0,0
30603,0,0,0
45963,0,0,0
61323,0,0,0
11148,0,0,0
26508,0,0,0
41868,0,0,0
57228,0,0,0
7053,0,0,0
22413,0,0,0
37773,0,0,0
53133,0,0,0
2958,0,0,0
18318,0,0,0
33678,0,0,0
49038,0,0,0
64398,0,0,0
14223,0,0,0
29583,0,0,0
44943,0,0,0
60303,0,0,0
10128,0,0,0
25488,0,0,0
40848,0,0,0
56208,0,0,0
6033,0,0,0
21393,0,0,0
36753,0,0,0
52113,0,0,0
1938,0,0,0
17298,0,0,0
32658,0,0,0
48018,0,0,0
63378,0,0,0
13203,0,0,0
28563,0,0,0
43923,0,0,0
59283,0,0,0
9108,0,0,0
24468,0,0,0
39828,0,0,0
55188,0,0,0
5013,0,0,0
20373,0,0,0
35733,0,0,0
51093,0,0,0
918,0,0,0
16278,0,0,0
31638,0,0,0
46998,0,0,0
62358,0,0,0
12183,0,0,0
27543,0,0,0
42903,0,0,0
58263,0,0,0
8088,0,0,0
23448,0,0,0
38808,0,0,0
54168,0,0,0
3993,0,0,0
19353,0,0,0
34713,0,0,0
50073,0,0,0
65433,0,0,0
15258,0,0,0
30618,0,0,0
45978,0,0,0
61338,0,0,0
11163,0,0,0
26523,0,0,0
41883,0,0,0
57243,0,0,0
7068,0,0,0
22684,0,0,0
38044,0,0,0
53404,0,0,0
3229,0,0,0
18589,0,0,0
33949,0,0,0
49309,0,0,0
64669,0,0,0
14494,0,0,0
29854,0,0,0
45214,0,0,0
60574,0,0,0
10399,0,0,0
25759,0,0,0
41119,0,0,0
56479,0,0,0
6304,0,0,0
21664,0,0,0
37024,0,0,0
52384,0,0,0
2209,0,0,0
17569,0,0,0
32929,0,0,0
48289,0,0,0
63649,0,0,0
13474,0,0,0
28834,0,0,0
44194,0,0,0
59554,0,0,0
9379,0,0,0
24739,0,0,0
40099,0,0,0
55459,0,0,0
5284,0,0,0
20644,0,0,0
36004,0,0,0
51364,0,0,0
1189,0,0,0
16549,0,0,0
31909,0,0,0
47269,0,0,0
62629,0,0,0
12454,0,0,0
27814,0,0,0
43174,0,0,0
58534,0,0,0
8359,0,0,0
23719,0,0,0
39079,0,0,0
54439,0,0,0
4264,0,0,0
19624,0,0,0
34984,0,0,0
50344,0,0,0
169,0,0,0
15529,0,0,0
30889,0,0,0
46249,0,0,0
61609,0,0,0
11434,0,0,0
26794,0,0,0
42154,0,0,0
57514,0,0,0
7339,0,0,0
22699,0,0,0
38059,0,0,0
53419,0,0,0
3244,0,0,0
18604,0,0,0
33964,0,0,0
49324,0,0,0
64684,0,0,0
14509,0,0,0
29869,0,0,0
45229,0,0,0
60589,0,0,0
10414,0,0,0
25774,0,0,0
41134,0,0,0
56494,0,0,0
6319,0,0,0
21679,0,0,0
37039,0,0,0
52399,0,0,0
2224,0,0,0
17584,0,0,0
32944,0,0,0
48304,0,0,0
63664,0,0,0
13489,0,0,0
28849,0,0,0
44209,0,0,0
59569,0,0,0
9394,0,0,0
24754,0,0,0
40114,0,0,0
55474,0,0,0
5299,0,0,0
20659,0,0,0
36019,0,0,0
51379,0,0,0
1204,0,0,0
16564,0,0,0
31924,0,0,0
47284,0,0,0
62644,0,0,0
12469,0,0,0
27829,0,0,0
43189,0,0,0
58549,0,0,0
8374,0,0,0
23734,0,0,0
39094,0,0,0
54454,0,0,0
4279,0,0,0
19639,0,0,0
34999,0,0,0
50359,0,0,0
184,0,0,0
15544,0,0,0
30904,0,0,0
46264,0,0,0
61624,0,0,0
11449,0,0,0
26809,0,0,0
42169,0,0,0
57529,0,0,0
7354,0,0,0
22714,0,0,0
38074,0,0,0
53434,0,0,0
3259,0,0,0
18619,0,0,0
33979,0,0,0
49339,0,0,0
64699,0,0,0
14524,0,0,0
29884,0,0,0
45244,0,0,0
60604,0,0,0
10429,0,0,0
25789,0,0,0
41149,0,0,0
56509,0,0,0
6334,0,0,0
21694,0,0,0
37054,0,0,0
52414,0,0,0
2239,0,0,0
17599,0,0,0
32959,0,0,0
48319,0,0,0
63679,0,0,0
13504,0,0,0
28864,0,0,0
44224,0,0,0
59584,0,0,0
9409,0,0,0
24769,0,0,0
40129,0,0,0
55489,0,0,0
5314,0,0,0
20674,0,0,0
36034,0,0,0
51394,0,0,0
1219,0,0,0
16579,0,0,0
32195,0,0,0
47555,0,0,0
62915,0,0,0
12740,0,0,0
28100,0,0,0
43460,0,0,0
58820,0,0,0
8645,0,0,0
24005,0,0,0
39365,0,0,0
54725,0,0,0
4550,0,0,0
19910,0,0,0
35270,0,0,0
50630,0,0,0
455,0,0,0
15815,0,0,0
31175,0,0,0
46535,0,0,0
61895,0,0,0
11720,0,0,0
27080,0,0,0
42440,0,0,0
57800,0,0,0
7625,0,0,0
22985,0,0,0
38345,0,0,0
53705,0,0,0
3530,0,0,0
18890,0,0,0
34250,0,0,0
49610,0,0,0
64970,0,0,0
14795,0,0,0
30155,0,0,0
45515,0,0,0
60875,0,0,0
10700,0,0,0
26060,0,0,0
41420,0,0,0
56780,0,0,0
6605,0,0,0
21965,0,0,0
37325,0,0,0
52685,0,0,0
2510,0,0,0
17870,0,0,0
33230,0,0,0
48590,0,0,0
63950,0,0,0
13775,0,0,0
29135,0,0,0
44495,0,0,0
59855,0,0,0
9680,0,0,0
25040,0,0,0
40400,0,0,0
55760,0,0,0
5585,0,0,0
20945,0,0,0
36305,0,0,0
51665,0,0,0
1490,0,0,0
16850,0,0,0
32210,0,0,0
47570,0,0,0
62930,0,0,0
12755,0,0,0
28115,0,0,0
43475,0,0,0
58835,0,0,0
8660,0,0,0
24020,0,0,0
39380,0,0,0
54740,0,0,0
4565,0,0,0
19925,0,0,0
35285,0,0,0
50645,0,0,0
470,0,0,0
15830,0,0,0
31190,0,0,0
46550,0,0,0
61910,0,0,0
11735,0,0,0
27095,0,0,0
42455,0,0,0
57815,0,0,0
7640,0,0,0
23000,0,0,0
38360,0,0,0
53720,0,0,0
3545,0,0,0
18905,0,0,0
34265,0,0,0
49625,0,0,0
64985,0,0,0
14810,0,0,0
30170,0,0,0
45530,0,0,0
60890,0,0,0
10715,0,0,0
26075,0,0,0
41435,0,0,0
56795,0,0,0
6620,0,0,0
21980,0,0,0
37340,0,0,0
52700,0,0,0
2525,0,0,0
17885,0,0,0
33245,0,0,0
48605,0,0,0
63965,0,0,0
13790,0,0,0
29150,0,0,0
44510,0,0,0
59870,0,0,0
9695,0,0,0
25055,0,0,0
40415,0,0,0
55775,0,0,0
5600,0,0,0
20960,0,0,0
36320,0,0,0
51680,0,0,0
1505,0,0,0
16865,0,0,0
32225,0,0,0
47585,0,0,0
62945,0,0,0
12770,0,0,0
28130,0,0,0
43490,0,0,0
58850,0,0,0
8675,0,0,0
24035,0,0,0
39395,0,0,0
54755,0,0,0
4580,0,0,0
19940,0,0,0
35300,0,0,0
50660,0,0,0
485,0,0,0
15845,0,0,0
31205,0,0,0
46565,0,0,0
61925,0,0,0
11750,0,0,0
27110,0,0,0
42470,0,0,0
57830,0,0,0
7655,0,0,0
23015,0,0,0
38375,0,0,0
53735,0,0,0
3560,0,0,0
18920,0,0,0
34280,0,0,0
49640,0,0,0
65000,0,0,0
14825,0,0,0
30185,0,0,0
45545,0,0,0
60905,0,0,0
10730,0,0,0
26346,0,0,0
41706,0,0,0
57066,0,0,0
6891,0,0,0
22251,0,0,0
37611,0,0,0
52971,0,0,0
2796,0,0,0
18156,0,0,0
33516,0,0,0
48876,0,0,0
64236,0,0,0
14061,0,0,0
29421,0,0,0
44781,0,0,0
60141,0,0,0
9966,0,0,0
25326,0,0,0
40686,0,0,0
56046,0,0,0
5871,0,0,0
21231,0,0,0
36591,0,0,0
51951,0,0,0
1776,0,0,0
17136,0,0,0
32496,0,0,0
47856,0,0,0
63216,0,0,0
13041,0,0,0
28401,0,0,0
43761,0,0,0
59121,0,0,0
8946,0,0,0
24306,0,0,0
39666,0,0,0
55026,0,0,0
4851,0,0,0
20211,0,0,0
35571,0,0,0
50931,0,0,0
756,0,0,0
16116,0,0,0
31476,0,0,0
46836,0,0,0
62196,0,0,0
12021,0,0,0
27381,0,0,0
42741,0,0,0
58101,0,0,0
7926,0,0,0
23286,0,0,0
38646,0,0,0
54006,0,0,0
3831,0,0,0
19191,0,0,0
34551,0,0,0
49911,0,0,0
65271,0,0,0
15096,0,0,0
30456,0,0,0
45816,0,0,0
61176,0,0,0
11001,0,0,0
26361,0,0,0
41721,0,0,0
57081,0,0,0
6906,0,0,0
22266,0,0,0
37626,0,0,0
52986,0,0,0
2811,0,0,0
18171,0,0,0
33531,0,0,0
48891,0,0,0
64251,0,0,0
14076,0,0,0
29436,0,0,0
44796,0,0,0
60156,0,0,0
9981,0,0,0
25341,0,0,0
40701,0,0,0
56061,0,0,0
5886,0,0,0
21246,0,0,0
36606,0,0,0
51966,0,0,0
1791,0,0,0
17151,0,0,0
32511,0,0,0
47871,0,0,0
63231,0,0,0
12800,256,0,0
28160,256,0,0
43520,256,0,0
58880,256,0,0
8705,256,0,0
24065,256,0,0
39425,256,0,0
54785,256,0,0
4610,256,0,0
19970,256,0,0
35330,256,0,0
50690,256,0,0
515,256,0,0
15875,256,0,0
31235,256,0,0
46595,256,0,0
61955,256,0,0
11780,256,0,0
27140,256,0,0
42500,256,0,0
57860,256,0,0
7685,256,0,0
23045,256,0,0
38405,256,0,0
53765,256,0,0
3590,256,0,0
18950,256,0,0
34310,256,0,0
49670,256,0,0
65030,256,0,0
14855,256,0,0
30215,256,0,0
45575,256,0,0
60935,256,0,0
10760,256,0,0
26120,256,0,0
41480,256,0,0
56840,256,0,0
6665,256,0,0
22025,256,0,0
37385,256,0,0
52745,256,0,0
2570,256,0,0
17930,256,0,0
33290,256,0,0
48650,256,0,0
64010,256,0,0
13835,256,0,0
29195,256,0,0
44555,256,0,0
59915,256,0,0
9740,256,0,0
25100,256,0,0
40460,256,0,0
55820,256,0,0
5645,256,0,0
21005,256,0,0
36365,256,0,0
51725,256,0,0
1550,256,0,0
16910,256,0,0
32270,256,0,0
47630,256,0,0
62990,256,0,0
12815,256,0,0
28175,256,0,0
43535,256,0,0
58895,256,0,0
8720,256,0,0
24080,256,0,0
39440,256,0,0
54800,256,0,0
4625,256,0,0
19985,256,0,0
35601,256,0,0
50961,256,0,0
786,256,0,0
16146,256,0,0
31506,256,0,0
46866,256,0,0
62226,256,0,0
12051,256,0,0
27411,256,0,0
42771,256,0,0
58131,256,0,0
7956,256,0,0
23316,256,0,0
38676,256,0,0
54036,256,0,0
3861,256,0,0
19221,256,0,0
34581,256,0,0
49941,256,0,0
65301,256,0,0
15126,256,0,0
30486,256,0,0
45846,256,0,0
61206,256,0,0
11031,256,0,0
26391,256,0,0
41751,256,0,0
57111,256,0,0
6936,256,0,0
22296,256,0,0
37656,256,0,0
53016,256,0,0
2841,256,0,0
18201,256,0,0
33561,256,0,0
48921,256,0,0
64281,256,0,0
14106,256,0,0
29466,256,0,0
44826,256,0,0
60186,256,0,0
10011,256,0,0
25371,256,0,0
40731,256,0,0
56091,256,0,0
5916,256,0,0
21276,256,0,0
36636,256,0,0
51996,256,0,0
1821,256,0,0
17181,256,0,0
32541,256,0,0
47901,256,0,0
63261,256,0,0
13086,256,0,0
28446,256,0,0
43806,256,0,0
59166,256,0,0
8991,256,0,0
24351,256,0,0
39711,256,0,0
55071,256,0,0
4896,256,0,0
20256,256,0,0
35616,256,0,0
50976,256,0,0
801,256,0,0
16161,256,0,0
31521,256,0,0
46881,256,0,0
62241,256,0,0
12066,256,0,0
27426,256,0,0
42786,256,0,0
58146,256,0,0
7971,256,0,0
23331,256,0,0
38691,256,0,0
54051,256,0,0
3876,256,0,0
19236,256,0,0
34596,256,0,0
49956,256,0,0
65316,256,0,0
15141,256,0,0
30501,256,0,0
45861,256,0,0
61221,256,0,0
11046,256,0,0
26406,256,0,0
41766,256,0,0
57126,256,0,0
6951,256,0,0
22311,256,0,0
37671,256,0,0
53031,256,0,0
2856,256,0,0
18216,256,0,0
33576,256,0,0
48936,256,0,0
64296,256,0,0
14121,256,0,0
29481,256,0,0
44841,256,0,0
60201,256,0,0
10026,256,0,0
25386,256,0,0
40746,256,0,0
56106,256,0,0
5931,256,0,0
21291,256,0,0
36651,256,0,0
52011,256,0,0
1836,256,0,0
17196,256,0,0
32556,256,0,0
47916,256,0,0
63276,256,0,0
13101,256,0,0
28461,256,0,0
43821,256,0,0
59181,256,0,0
9006,256,0,0
24366,256,0,0
39726,256,0,0
55086,256,0,0
4911,256,0,0
20271,256,0,0
35631,256,0,0
50991,256,0,0
816,256,0,0
16176,256,0,0
31536,256,0,0
46896,256,0,0
62256,256,0,0
12081,256,0,0
27441,256,0,0
42801,256,0,0
58161,256,0,0
7986,256,0,0
23346,256,0,0
38706,256,0,0
54066,256,0,0
3891,256,0,0
19251,256,0,0
34611,256,0,0
49971,256,0,0
65331,256,0,0
15156,256,0,0
30516,256,0,0
45876,256,0,0
61236,256,0,0
11061,256,0,0
26421,256,0,0
41781,256,0,0
57141,256,0,0
6966,256,0,0
22326,256,0,0
37686,256,0,0
53046,256,0,0
2871,256,0,0
18231,256,0,0
33591,256,0,0
48951,256,0,0
64311,256,0,0
14136,256,0,0
29496,256,0,0
45112,256,0,0
60472,256,0,0
10297,256,0,0
25657,256,0,0
41017,256,0,0
56377,256,0,0
6202,256,0,0
21562,256,0,0
36922,256,0,0
52282,256,0,0
2107,256,0,0
17467,256,0,0
32827,256,0,0
48187,256,0,0
63547,256,0,0
13372,256,0,0
28732,256,0,0
44092,256,0,0
59452,256,0,0
9277,256,0,0
24637,256,0,0
39997,256,0,0
55357,256,0,0
5182,256,0,0
20542,256,0,0
35902,256,0,0
51262,256,0,0
1087,256,0,0
16447,256,0,0
31807,256,0,0
47167,256,0,0
62527,256,0,0
12352,256,0,0
27712,256,0,0
43072,256,0,0
58432,256,0,0
8257,256,0,0
23617,256,0,0
38977,256,0,0
54337,256,0,0
4162,256,0,0
19522,256,0,0
34882,256,0,0
50242,256,0,0
67,256,0,0
15427,256,0,0
30787,256,0,0
46147,256,0,0
61507,256,0,0
11332,256,0,0
26692,256,0,0
42052,256,0,0
57412,256,0,0
7237,256,0,0
22597,256,0,0
37957,256,0,0
53317,256,0,0
3142,256,0,0
18502,256,0,0
33862,256,0,0
49222,256,0,0
64582,256,0,0
14407,256,0,0
29767,256,0,0
45127,256,0,0
60487,256,0,0
10312,256,0,0
25672,256,0,0
41032,256,0,0
56392,256,0,0
6217,256,0,0
21577,256,0,0
36937,256,0,0
52297,256,0,0
2122,256,0,0
17482,256,0,0
32842,256,0,0
48202,256,0,0
63562,256,0,0
13387,256,0,0
28747,256,0,0
44107,256,0,0
59467,256,0,0
9292,256,0,0
24652,256,0,0
40012,256,0,0
55372,256,0,0
5197,256,0,0
20557,256,0,0
35917,256,0,0
51277,256,0,0
1102,256,0,0
16462,256,0,0
31822,256,0,0
47182,256,0,0
62542,256,0,0
12367,256,0,0
27727,256,0,0
43087,256,0,0
58447,256,0,0
8272,256,0,0
23632,256,0,0
38992,256,0,0
54352,256,0,0
4177,256,0,0
19537,256,0,0
34897,256,0,0
50257,256,0,0
82,256,0,0
15442,256,0,0
30802,256,0,0
46162,256,0,0
61522,256,0,0
11347,256,0,0
26707,256,0,0
42067,256,0,0
57427,256,0,0
7252,256,0,0
22612,256,0,0
37972,256,0,0
53332,256,0,0
3157,256,0,0
18517,256,0,0
33877,256,0,0
49237,256,0,0
64597,256,0,0
14422,256,0,0
29782,256,0,0
45142,256,0,0
60502,256,0,0
10327,256,0,0
25687,256,0,0
41047,256,0,0
56407,256,0,0
6232,256,0,0
21592,256,0,0
36952,256,0,0
52312,256,0,0
2137,256,0,0
17497,256,0,0
32857,256,0,0
48217,256,0,0
63577,256,0,0
13402,256,0,0
28762,256,0,0
44122,256,0,0
59482,256,0,0
9307,256,0,0
24667,256,0,0
40027,256,0,0
55387,256,0,0
5212,256,0,0
20572,256,0,0
35932,256,0,0
51292,256,0,0
1117,256,0,0
16477,256,0,0
31837,256,0,0
47197,256,0,0
62557,256,0,0
12382,256,0,0
27742,256,0,0
43102,256,0,0
58462,256,0,0
8287,256,0,0
23647,256,0,0
39263,256,0,0
54623,256,0,0
4448,256,0,0
19808,256,0,0
35168,256,0,0
50528,256,0,0
353,256,0,0
15713,256,0,0
31073,256,0,0
46433,256,0,0
61793,256,0,0
11618,256,0,0
